"id","likesCount","ownerProfilePicUrl","ownerUsername","postUrl","text","timestamp"
"18081439453383518","0","https://instagram.fsgn5-15.fna.fbcdn.net/v/t51.2885-19/401850584_3452614364990480_7971051827279615469_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-15.fna.fbcdn.net&_nc_cat=108&_nc_ohc=0SB5PE2spDoAX8MWa_d&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAinY5VP6JkTA1UFK8KWR5ajmnmZ6Za3T7hDi3GaRm-Nw&oe=6566E336&_nc_sid=2999b8","wildaroudlotul","https://www.instagram.com/p/Cv9mFQGNOXU/","Udah pernah cobain, rasanya wooow pedes nagih juga😍🙌","2023-09-27T23:04:45.000Z"
"17849034123062189","0","https://instagram.fsgn5-10.fna.fbcdn.net/v/t51.2885-19/387267367_335093155698511_4908362158225285579_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-10.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Iatszp5YZgoAX-THVo2&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDxBfJOgQqmfo_u7T3HSoU7yK4yeeyrXKdQeq9AHPOPrA&oe=6567471D&_nc_sid=2999b8","alft.m","https://www.instagram.com/p/Cv9mFQGNOXU/","Pas liat mukbang di YouTube,Gilak sekali makan langsung banyak tapi perut kok ngk buncit,bagi tipsnya dong bang bisa kuat makan langsung banyak gitu + perut gk buncit?","2023-09-29T01:49:44.000Z"
"17897622752873097","0","https://instagram.fsgn5-14.fna.fbcdn.net/v/t51.2885-19/385841012_312440338067653_1443179252904090542_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-14.fna.fbcdn.net&_nc_cat=101&_nc_ohc=oq2oz05IayQAX9BNMCG&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfATN2NMbmUoctBkKRT5zJBl_tPmWOHskTiQk798DDjmTA&oe=6566D2DA&_nc_sid=2999b8","borzxu","https://www.instagram.com/p/Cv9mFQGNOXU/","BISMILLAH 😌","2023-10-05T02:40:09.000Z"
"18023824147738014","0","https://instagram.fsgn5-3.fna.fbcdn.net/v/t51.2885-19/404302239_1067329624717816_7321188603680366819_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=yBEuP-cEafQAX_ANwcp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCMLeOEQv_Wb8jlpPo7xD_vcuNAy_rFrmTAyAx3KmVwUA&oe=6567839E&_nc_sid=2999b8","nandvoxellz","https://www.instagram.com/p/Cv9mFQGNOXU/","loopingnya smooth banget anjir","2023-10-15T02:10:53.000Z"
"18006778814020426","3","https://instagram.fsgn5-8.fna.fbcdn.net/v/t51.2885-19/404604770_1392287344710021_3806471853572551847_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-8.fna.fbcdn.net&_nc_cat=109&_nc_ohc=9fkxRHy7tm8AX93Ec25&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDhEY9QHbHaL8PxdGBet3UOTT2kLIXhGdxnVZK6RQwH6w&oe=6566FDF0&_nc_sid=2999b8","sweet.honeyyyxy","https://www.instagram.com/p/Cv9mFQGNOXU/","@aikoyhui plss ak pernah masak kek gt trs kebanyakan bawang putih dan rasanya gaenak mn di campur sm mie jg 😭","2023-10-16T11:51:48.000Z"
"17968795154492790","1","https://instagram.fsgn5-14.fna.fbcdn.net/v/t51.2885-19/131898171_230167538650602_7151622920365093781_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-14.fna.fbcdn.net&_nc_cat=106&_nc_ohc=G9rD3SbBD4kAX-TlkO0&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCBzPa7sAucAi5byZtMcWxn0yw-KlXcN0w_f3S6eOgaFg&oe=656618CB&_nc_sid=2999b8","aikoyhui","https://www.instagram.com/p/Cv9mFQGNOXU/","@sweet.honeyyyxy iya..😂😂..sama..akhirnya g kemakan..😓😓","2023-10-17T00:27:54.000Z"
"18284018470158090","0","https://instagram.fsgn5-8.fna.fbcdn.net/v/t51.2885-19/333292854_934988037860013_1044790288822166314_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-8.fna.fbcdn.net&_nc_cat=109&_nc_ohc=--Y_Egb0Sb0AX9G4mYQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDOYJHgGHQcaBAjzmX0TyS9CYZFxa_SqLR-7V70SZNsuQ&oe=65664D70&_nc_sid=2999b8","ahyunera","https://www.instagram.com/p/Cv9mFQGNOXU/","@enanadiputra  enak ga","2023-10-23T16:46:37.000Z"
"18063634069452423","0","https://instagram.fsgn5-2.fna.fbcdn.net/v/t51.2885-19/364993367_958663481886329_685649606993453221_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=RaNxSeIgOhkAX-GoOS_&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB36x0EbhCi9ElGrWwRCM3Z-Ri-gCMyouRPMaQ2sdv6IQ&oe=656663F8&_nc_sid=2999b8","nozalavenza","https://www.instagram.com/p/Cv9mFQGNOXU/","seblak apa Tahu gejrot","2023-10-24T15:49:51.000Z"
"17914553618752902","0","https://instagram.fsgn5-8.fna.fbcdn.net/v/t51.2885-19/350861904_983191246294305_6205330782184824696_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-8.fna.fbcdn.net&_nc_cat=109&_nc_ohc=O0FPHibUfaYAX8g0zM8&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDAcVqeSXpgPgwnxQ_mENjkxQ8f3FLNdgBPpU1qXrcYOQ&oe=65664499&_nc_sid=2999b8","ini_cciii","https://www.instagram.com/p/Cv9mFQGNOXU/","@syaadz_01 cobain cad","2023-11-02T00:33:07.000Z"
"17933201222771920","0","https://instagram.fsgn5-12.fna.fbcdn.net/v/t51.2885-19/278434713_2707156139428275_2646606161165867296_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-12.fna.fbcdn.net&_nc_cat=103&_nc_ohc=N_pmLbCwaGsAX9uhMz0&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBE45QU6G8B-gGIZv_GeQR3eyDH77fY1vLb1_5GyVQLvQ&oe=65667F50&_nc_sid=2999b8","syaadz_01","https://www.instagram.com/p/Cv9mFQGNOXU/","@ini_cciii males buatnyaa iii","2023-11-02T05:33:15.000Z"
"18025840789707205","0","https://instagram.fsgn5-9.fna.fbcdn.net/v/t51.2885-19/397293315_1326603281556602_3546541577950571370_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-9.fna.fbcdn.net&_nc_cat=102&_nc_ohc=z0cBCRwyOhsAX8h-ZD2&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDk0hzVN_En9wVgjFaH9kwgw5dPbuIAXASHoshbIHENdA&oe=65675F63&_nc_sid=2999b8","raniiiiisn","https://www.instagram.com/p/Cv9mFQGNOXU/","Yukkk tar tth ksana bikin yukkk @myblup","2023-11-03T03:26:53.000Z"
"17993151050360618","0","https://instagram.fsgn5-9.fna.fbcdn.net/v/t51.2885-19/393704739_713966120579558_7485437986152346055_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-9.fna.fbcdn.net&_nc_cat=102&_nc_ohc=bhO7wy9V4joAX8soGrd&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDGKmuV9cQJOfMR0IbN4LghiFM5QBBM4MoMYSuZZSQBUw&oe=65678EB9&_nc_sid=2999b8","royal.crumb","https://www.instagram.com/p/Cv9mFQGNOXU/","Enak banget nih🤤","2023-11-03T11:30:26.000Z"
"18210660589256902","0","https://instagram.fsgn5-10.fna.fbcdn.net/v/t51.2885-19/281729864_543939497308747_1175829820716321376_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-10.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Iod0C9rf_koAX98pVv3&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD72twMXLWZ_e-H0ro7uYStRSrOd2o3GqCkL0SSTSzbTA&oe=6565FDE0&_nc_sid=2999b8","ferifernando535","https://www.instagram.com/p/Cv9mFQGNOXU/","GK enak","2023-11-05T07:20:30.000Z"
"17885116736952681","0","https://instagram.fsgn5-10.fna.fbcdn.net/v/t51.2885-19/340940325_184612964391919_1979684101951995818_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-10.fna.fbcdn.net&_nc_cat=107&_nc_ohc=U1qo8k23bT4AX-pgpoG&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCxHaUmKMdH47y68bant6LdlHe2afTuqDmPAuYuZq8ZGQ&oe=65666A9A&_nc_sid=2999b8","forstone.skada","https://www.instagram.com/p/Cv9mFQGNOXU/","@7drexz","2023-11-06T08:05:33.000Z"
"18007586327034730","0","https://instagram.fsgn5-12.fna.fbcdn.net/v/t51.2885-19/148255466_1916582608480107_7546382579203709719_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-12.fna.fbcdn.net&_nc_cat=103&_nc_ohc=QFY2evqAzrcAX8VnKj_&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDs7dnNBjDC37KKrv8V3SHaz23Uv5yVMi3F7sxhJCypgg&oe=656605E1&_nc_sid=2999b8","gayuh_aji","https://www.instagram.com/p/Cv9mFQGNOXU/","Bikin ngileer","2023-11-06T15:38:04.000Z"
"18014307532943331","0","https://instagram.fsgn5-15.fna.fbcdn.net/v/t51.2885-19/330858107_1368524190572039_3291194420612101561_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-15.fna.fbcdn.net&_nc_cat=111&_nc_ohc=grZNnyw8tsYAX_vqogr&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfACPWjGphhU-UFdKdzjAFczoDqQob3tzwLzAhp4dMyZfg&oe=65663287&_nc_sid=2999b8","pejuang_hidupg","https://www.instagram.com/p/Cv9mFQGNOXU/","Pernah panas dalem ga sih 😢😢 itu pencernaan kuat bngtt ..pengen bngt kalau udah makan lada ga panas dalem","2023-11-07T13:32:56.000Z"
"17844431226098687","1","https://instagram.fsgn5-2.fna.fbcdn.net/v/t51.2885-19/362046710_323959099971881_907420219226785994_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=J5nIGCV8oxkAX_xd6DR&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBkn5XHg7LiE0a5E33xmUto4gZyv4uhfFlCKoc3e-xKGg&oe=65664BD8&_nc_sid=2999b8","pichullo2","https://www.instagram.com/p/Cv9mFQGNOXU/","Kok gw gak doyan ya makan mie itu","2023-11-07T13:36:11.000Z"
"17989378100403402","0","https://instagram.fsgn5-9.fna.fbcdn.net/v/t51.2885-19/111758905_366244914361298_694345388581125743_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsgn5-9.fna.fbcdn.net&_nc_cat=102&_nc_ohc=HS0jneqoRHsAX-0LBJi&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBYBqssiX6WqFaPA1dsj9TgLmunraafvDwmgGp_xStUdA&oe=65660F96&_nc_sid=2999b8","rafidworks","https://www.instagram.com/p/Cv9mFQGNOXU/","Gekikara carbonara rasanya mirip samyang carbonara tapi begitu gekikara hot chicken sama samyang original rasanya gak mirip","2023-11-13T12:01:46.000Z"
"18390887308007139","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/165080205_3024603291101265_5215337047128623342_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=abwNA8g03NAAX8QeYGa&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCf8B2YADlzKSkk_mjTywG6YDxp-d7yHQqyt2xgSQZShw&oe=6567612F&_nc_sid=2999b8","tina_muach","https://www.instagram.com/p/CzH-c7nvd2E/","Semoga sllu sukses","2023-11-02T16:28:11.000Z"
"18031231810654358","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/366127960_1018758209255295_4798034852110034384_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=S27fKecX0HsAX-qPFdx&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAZ4v0nlcDQUJWR6bZq_Sheb8lRZUsrYthoQFtj85qVRQ&oe=65675FE7&_nc_sid=2999b8","nand_o99999","https://www.instagram.com/p/CzH-c7nvd2E/","🔥🔥🔥🔥🔥🔥","2023-11-02T20:38:23.000Z"
"18010225414994403","1","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/397309599_712941850866947_7091922112445187203_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=k-9MsoequYgAX-lW_p6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCYhveXEMNoLM1vOjr7d_4vIKWgAWZHkSetA37_npqBNA&oe=65673389&_nc_sid=2999b8","joasriadi_adi","https://www.instagram.com/p/CzH-c7nvd2E/","Alhamdulillah Uda.","2023-11-02T21:23:10.000Z"
"17998996109244407","1","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/397309599_712941850866947_7091922112445187203_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=k-9MsoequYgAX-lW_p6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCYhveXEMNoLM1vOjr7d_4vIKWgAWZHkSetA37_npqBNA&oe=65673389&_nc_sid=2999b8","joasriadi_adi","https://www.instagram.com/p/CzH-c7nvd2E/","Alhamdulillah Uda...semoga Wak bisa sukses sarupo Uda.Amiin","2023-11-02T21:23:34.000Z"
"18397295962040905","2","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/386159182_235476445842248_7107890552064221238_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=MbDbnFwV1dAAX8ZaGjg&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfArelQt6J-JXfdOLFKU-eXWjq-33McxNAqgkjmckyzlPA&oe=65663AA2&_nc_sid=2999b8","rifkinr13","https://www.instagram.com/p/CzH-c7nvd2E/","Mantap sukses terus bg 🔥🔥🙌","2023-11-02T23:37:28.000Z"
"18001507379282255","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/397172214_342485508266222_6185121389653844558_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=d36Ot13VG9UAX-qfBKU&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC1oQDi-uihkAS6dy9OwSX8qD1ILsjgFtqwLDdqYykIWA&oe=6566D78D&_nc_sid=2999b8","_iaptella","https://www.instagram.com/p/CzH-c7nvd2E/","Waktu hamil gak bisa liat makannan bawaannya mual , liat orang makan kg gak bisa , tapi cuma nonton mukbang bang bara yg gak mual jadi pengen ikutan mukbang ,, masa itu … sekarang yg d perut udah jadi bayi , udah usia 8 bulan , sambil suapin doi yg lagi GTM emaknye nonton mukbang bang bara 😂😂","2023-11-03T01:52:28.000Z"
"18030755524636735","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/403978039_1885788008481801_4183844382291094752_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=zmgy5xExMP4AX_5Ajw8&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDSGfCB4bLzVXu15-QBYBekaXi0EgT-h_mIndIVRycWCg&oe=6566D360&_nc_sid=2999b8","thoriq_kei","https://www.instagram.com/p/CzH-c7nvd2E/","Bg lu punya Previlage krn nama Tanboy kun, jgn Pakai kata Bara org gk kenal @tanboy_kun","2023-11-03T02:51:28.000Z"
"18396501955047188","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/327461168_697057918875478_4335337814369966664_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=na8yLUX7x3kAX-otkce&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDCdpC6y9DZH8Qu973IWLB81Oune5HHAL05QIcKsEE36Q&oe=65675F8F&_nc_sid=2999b8","obymhdd","https://www.instagram.com/p/CzH-c7nvd2E/","Sejak lama gua baru ini liat lu ga make topi bang beda bngt bang","2023-11-03T03:30:24.000Z"
"18064264594413856","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/330810424_1232069270746095_7402367478913818089_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=HsEWBKXxIoYAX8dhCtq&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD4jeaUsmH_6UiS4kuVErkrjlHHorlO1v6RGDTigX-s0w&oe=65673217&_nc_sid=2999b8","veriwa14","https://www.instagram.com/p/CzH-c7nvd2E/","Keren bang Bara.","2023-11-03T04:05:30.000Z"
"18289852312180177","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/387755111_159137483942450_4568885342699731491_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=55yXu5fasSEAX-zBNbQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDTFOhUT00gWomwITTXnDe7OLsc5YnzGGRCc_TDAUgf5g&oe=65664EDD&_nc_sid=2999b8","dzakimotovlog28","https://www.instagram.com/p/CzH-c7nvd2E/","Selamat bang sukses selalu","2023-11-03T04:29:28.000Z"
"17862314589029654","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/392947294_1362203024705104_6343383864188830084_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dvhY1vqR_4YAX_maFPQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCgOKAEs2TdmVtjfH67SQrU1Rgpv9Y9ZEaJijmH6boPJQ&oe=656718EB&_nc_sid=2999b8","fresti_ana","https://www.instagram.com/p/CzH-c7nvd2E/","Bangga banget sih jadi follower ka @myname.anas dari mulai bangun gedung buat usaha ini banyak lika likunya akhirnya sekarang tercapai jugq..","2023-11-03T06:03:48.000Z"
"17926069673700132","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/301894127_1436355873540534_1184448342367857307_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=HwntwVIqEbIAX-pxSwS&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBEXNwFGkAh_3fgA8wzlRPbV3K3VNZBm54h3V5rgKMkrQ&oe=6566EE10&_nc_sid=2999b8","rezanurdena","https://www.instagram.com/p/CzH-c7nvd2E/","Sukses bar @tanboy_kun usaha baru nya","2023-11-03T07:18:37.000Z"
"17988515168233552","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/403149315_1415970208954056_4163450162292631417_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=OhpPrK2HKhoAX92FVK-&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCFZKUWVOxh96Fk2mAGIq7SpOdhEwXdmK3DFq6EgLVHhA&oe=6566C23C&_nc_sid=2999b8","nazzharaa_","https://www.instagram.com/p/CzH-c7nvd2E/","Gaassiinnn🔥🔥","2023-11-03T08:52:44.000Z"
"17847038364075981","2","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/391370955_316380877688964_8738324673535613263_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ULZmDMxEOwMAX8uzKdC&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBt5f6dyj7eYO8cgY0Z7X0Piv5AqcF3MtucwDqh1fEPbQ&oe=65664E2A&_nc_sid=2999b8","muhammadriski8987","https://www.instagram.com/p/CzH-c7nvd2E/","Bang kulinaran ke arab bang sekalian umrah👏","2023-11-03T09:48:01.000Z"
"17892172355852555","0","https://instagram.fgru19-1.fna.fbcdn.net/v/t51.2885-19/376032110_828258555498985_189873356647755918_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgru19-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-jhQlXlaQ2AAX94SsrE&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD7mFvjdKXmYF620BoJLTnqhkjrbIwFMNQbr9EzEuipUQ&oe=6566656F&_nc_sid=2999b8","___jepeee","https://www.instagram.com/p/CzH-c7nvd2E/","sukses bang @btr_moreno","2023-11-03T12:43:03.000Z"
